global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
869.4807227384532	n/a	n/a	755996.727213783	1019.4027901195544	n/a	1039182.0485035324	n/a	829.3189249716385	n/a	n/a	687769.8793161141	852.0762272233814	693.2448824644089	n/a	n/a	n/a	n/a	-0.0115508259	0.009540521	-0.0566771267	0.0917666942	-0.0158005089	0.0438271495	-0.0648618794	0.0267756367	-0.1153756404	0.01791729	-0.096001766	0.0425090208	-0.0499617887	-0.000474018	0.0236281468	-0.0127185655	0.0386071592	-0.0905742745	0.0472773515	-0.135148709	0.0124440547	-0.0322710248	0.0510694603	-0.0416197405	-0.038375037	0.0522380318	-0.0063881097	0.0034884305	-0.009742523	0.0398378776	-0.0599504598	0.0771975836	-0.0571208909	0.0571353628	-0.0507076894	-0.0033228115	-0.0057593798	0.0343987027	-0.0149621725	0.0052382195	-0.1132118924	0.0739524078	-0.0075873102	0.0532646811	-0.0036867064	0.035137549	-0.0351609021	0.0001425549	-0.0107244935	0.0081883873	-0.0639333488	0.0544690602	-0.0603377105	0.0034060185	-0.0097128273	0.0255304584	-0.0050397025	-0.0352749119	0.0005352294	-0.0298900207	0.0233596534	-0.0076340172	0.1077127631	-0.0593768596	0.0257828134	-0.025582901	0.0477407934	-0.00511164	0.0449012392	0.0397192048	-0.0276734837	-0.0182075307	0.0378374512	-0.059100947	0.040683914	-0.0422573429	0.0271778291	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0001643974933642	n/a	n/a	2.702653582443218e-08	-0.0465499599374084	n/a	0.0021668987701743	n/a	-0.0249494948888155	n/a	n/a	0.000622477295207	0.0009235982687881	n/a	8.530337621083755e-07	n/a	0.0003167160710422	n/a	1.0030906965640789e-07	n/a	-0.0006156464082603	n/a	3.79020500003808e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.9354935459804	-3.545229192472789	12.568650027161262	749844.2789827207	1005.5069380347906	-13.895852084763874	1011044.2024361	193.0947051616365	828.8859792251666	-0.4329457464718871	0.1874420193880995	687051.9665560633	850.9689691361798	686.4904195958493	0.918424	20.557913	0.1207314860292304	0.061153016194735	-0.0147004972	-0.0038662835	0.0204169065	-0.0373027494	0.1090382898	0.0267538544	0.0124458844	-0.0080863327	-0.0473413706	0.0081579545	0.0053440305	0.0333404785	-0.0220423086	-0.0146509302	-0.0225034649	-0.0116321974	0.0353682895	0.0126655632	0.0707397821	0.0737363561	0.0753693525	-0.0637710273	-0.1173104934	0.0138158996	-0.0514798686	0.0025438726	-0.0618997614	0.0972218466	-0.0393597752	0.0712158781	-0.0981286688	0.035173898	0.0265257394	0.0369283443	0.0913754575	0.0154439847	0.0239530439	0.0191132415	-0.0157028358	0.0411490392	-0.0085809372	-0.0663445799	-0.0518704881	0.1616834047	0.1031249682	0.0068552044	0.0335183031	0.04684281	0.0165260315	0.0900901718	-0.0541979801	0.0049886118	0.0294856745	-0.0122514826	-0.0060913459	0.036563447	-0.0004697256	-0.0118938338	-0.0217573551	0.0367152415	0.0675557344	0.0421211768	-0.0585695078	-0.0900593621	-0.0593396789	-0.048393589	0.0071900616	-0.0992112458	0.026648731	-0.0223768335	-0.0384335923	0.0707955027	-0.0305899149	-0.0683864414	0.0570671034	0.0594557031	0.1523398572	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0215635117452706	0.0213991142519064	0.0004579220907661	0.0004649850387884	-0.0351777640281341	0.0113721959092743	0.001237475082019	0.0001293268397989	0.0155504549112492	0.0404999498000647	0.0016402459338077	0.0002418166479467	0.0002861617543177	-0.0006374365144704	8.188854963418368e-08	4.063253099801725e-07	0.0005749197866076	0.0002582037155654	3.305327610329284e-07	6.666915873177801e-08	-0.0005620821169364	5.356429132389999e-05	3.159363061797049e-07	2.8691333050316274e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.1271333625458	0.1916398165653845	0.0367258192932142	750176.2111468212	1015.3902882072082	9.883350172417636	1031017.4373855172	97.68061063062773	828.8735152931096	-0.0124639320570167	0.0001553496023219	687031.3043543567	851.8883635736631	687.6259297716852	0.912797	20.431952	0.0928098204355191	0.0548878733293283	-0.0234561671	-0.0526166882	0.0364484563	-0.0172057089	-0.0170915985	0.0379823374	0.0197825316	-0.0051601582	0.0817171969	0.053759067	-0.0007950177	-0.0421225239	-0.1653390766	-0.0071449871	-0.0365981714	0.0304383095	-0.0157702914	0.0481020466	-0.0203002622	0.0558236423	-0.025742853	0.0039447075	-0.0056892815	0.0043940659	-0.1479281687	0.0126925545	-0.0095473554	-0.0076977273	0.0846294055	-0.0823823318	0.0035069067	-0.074508366	0.1221188224	-0.0584139035	0.0327034824	-0.0037361398	0.0385696383	-0.0490956042	-0.0082114958	-0.0238167692	0.0124881474	-0.080555796	0.0127892959	0.0294858961	0.02767895	0.0770865924	0.001899931	-0.0732840266	0.0045389864	0.0092194497	0.1174937086	-0.0136696343	-0.0326386459	-0.0143883731	0.0059255284	-0.0066695891	0.0065720109	0.0282851479	-0.0039264126	0.0281229237	0.0484165114	-0.0369174112	-0.0601030513	0.042660175	-0.1167178663	-0.0958523951	0.0404497674	0.0352224456	-0.1095626152	0.0404234568	0.0597149633	0.0178959406	-0.0179500951	0.0110775064	0.0339598193	0.060587817	0.0843072696	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0068112788398195	-0.0147522329054511	0.0002176283756966	4.639351943377287e-05	-0.0291668509220812	0.0060109131060528	0.0008507051927109	3.613107636851851e-05	0.0445951146577243	0.029044659746475	0.0008435922597885	0.0019887242513355	-0.0004918288803818	-0.0007779906346995	2.4189564757761496e-07	6.05269427680131e-07	0.0005516527058608	-2.326708074680008e-05	3.043207078835423e-07	5.41357046478115e-10	-0.0006208646950409	-5.878257810449999e-05	3.8547296954822973e-07	3.455391488611641e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.349769144545	1.2226357819992018	1.4948382554247996	752295.6220350955	1009.2926962906616	-6.097591916546548	1018671.7467856738	37.18062718073381	829.0836111239621	0.2100958308525378	0.0441402581416181	687379.6342343492	851.5228649155683	687.6508686168521	0.911729	20.408054	0.1147606598817929	0.0590753688753307	-0.0194388163	-0.0089916812	0.0050314508	-0.0162616986	-0.0900742669	0.0115159967	0.0333322986	0.0277714961	0.0606247612	0.0577495367	-0.0547436816	-0.0655627773	0.0449109558	-0.0135535322	0.0677990776	-0.0134413923	-0.0151677488	-0.0609160904	-0.0182539155	0.0576026872	-0.0654942736	0.0545564373	0.0827600212	0.1366387756	-0.0614644824	0.1107145082	-0.0569567838	-0.0785826812	0.0245796352	0.0767233712	-0.0953038285	-0.0867582195	-0.0624378942	0.0162771572	-0.0534807308	0.0115974993	-0.0308969062	0.0131056062	0.0309733913	0.0206865872	-0.0534364238	-0.0292779504	-0.0054972284	-0.0973339404	-0.0872409298	0.0313725457	-0.0686425472	0.0192354166	-0.0235706227	0.0389002558	0.0743948833	0.0708565735	-0.0022980029	-0.0145541371	0.003714634	-0.0132780705	-0.0070806332	-0.0269544072	-0.0072083015	-0.0673470403	0.0415387847	-0.0706892255	0.0349734414	-0.0001373525	-0.0331393537	-0.0635856529	0.0346577884	0.0180250542	0.0222074057	0.0031323967	-0.0483093651	0.0372269069	-0.1020958578	0.0194919506	-0.0315652753	-0.0142499818	-0.0777245822	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0133096667924945	0.006498387952675	4.222904598347158e-05	0.0001771472301272	1.857611307798379e-05	0.0291854270351591	3.4507197708604046e-10	0.0008517891512246	0.0091323536296243	-0.0354627610281	0.0012576074197361	8.339988281651212e-05	4.244187714174102e-06	0.0004960730680959	1.8013129353146388e-11	2.46088488890153e-07	0.0008689988136347	0.0003173461077739	7.551589380985161e-07	1.0070855211924381e-07	-0.0005620021935936	5.886250144730005e-05	3.158464656040182e-07	3.4647940766333997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.8348144006906	1.485045256145554	2.2053594128004144	754873.9347146824	1000.1354752253236	-9.157221065338035	1000270.968804184	83.85469763947066	829.8648144204388	0.7812032964767468	0.610278590426136	688675.6102130694	851.1430371909868	687.6699764027315	0.955952	21.397943	0.0548528523875621	0.0289175966924163	-0.0204305809	0.0462586504	0.0247739557	-0.1358443568	0.0319115261	0.0243599654	0.0802643723	0.0324620657	-0.0518092555	-0.0050116301	-0.0529457071	-0.0759568642	-0.0849510763	0.0002262433	0.0896202653	-0.0305602728	-0.0179273443	0.0764667561	0.0476384225	0.0329454284	0.0037891904	-0.0439439592	0.0754562901	-0.092988084	-0.0565476537	-0.0645163763	0.0956104467	0.0263851162	0.0230456806	0.0557088164	0.0378573396	-0.135657373	-0.0890005754	-0.0760161847	0.0008187488	0.0124928856	-0.0656385686	0.041619279	0.0635902617	0.0099248462	0.057816487	-0.0651203361	-0.0034645651	0.0730436719	0.0266441963	0.0186130771	-0.0241522135	-0.0284376668	0.0320893389	-0.0751159856	-0.1244980287	0.0805945878	-0.0318250423	-0.0106308725	0.0102045156	-0.0109178417	0.0289884335	-0.0202364565	-0.0557426441	-0.0030951937	0.0307782905	0.0711413955	-0.1445437113	0.0190739744	-0.1050975838	-0.1011977566	-0.0708335273	0.0174151846	-0.0748900334	-0.0388458661	0.0098557999	0.1188092315	-0.1116408575	-0.0499245278	-0.0397411924	0.2435135261	0.1290882552	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0122154740709703	-0.0010941927215242	1.1972577118365367e-06	0.0001492178067785	-0.004508774210862	-0.0045273503239399	2.032904488453425e-05	2.0496900955679475e-05	0.0163193586672036	0.0071870050375793	5.165304141019024e-05	0.0002663214673088	-0.0003038272547253	-0.0003080714424394	9.231100071391232e-08	9.49080136467382e-08	0.0004851078341228	-0.0003838909795119	2.3532961072731407e-07	1.4737228415060606e-07	-0.0007109258577326	-0.000148923664139	5.054155751928329e-07	2.217825774058568e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.5282537211787	-1.3065606795119038	1.7071008092466078	752605.2710045177	1005.498837999902	5.363362774578377	1011027.9132191532	28.765660251733067	829.3690355263582	-0.4957788940806722	0.2457967118158544	687852.9970899216	852.3165159917319	693.2066438548705	0.840588	18.815645	0.0848075704336859	0.0431938806349597	-0.0124702667	0.0197212824	0.0114706719	-0.0528610456	0.0512863999	0.0106235682	0.0122417085	-0.0382295671	-0.0044729799	0.040963153	0.0927331438	-0.0999716338	-0.0621386657	-0.0048650974	-0.0240747809	-0.014016069	-0.0114814111	0.0533405553	-0.0879802683	0.0410812675	0.0297324963	0.0300124906	0.1070093859	-0.1342443142	-0.1155470317	0.048443427	0.0614902267	0.0609018112	0.0292753886	-0.0303007478	0.1051235655	-0.0875677175	0.1119690918	0.011397883	0.0914663417	0.0006092169	0.033617208	0.011202664	0.0064425559	-0.0321650074	0.0774067878	-0.0711546327	0.0714592571	0.0090136871	-0.0825473685	0.0757145287	0.0042565237	-0.0733708366	0.0069533754	-0.0961911107	-0.0277994045	-0.0134340666	0.0336070857	-0.0099847023	0.0079103449	-0.0130871344	0.0153801833	-0.0009920238	-0.031783493	0.0053513089	0.0882314677	0.0037142521	-0.0405674668	0.0250093749	-0.0773827689	-0.0322801804	-3.37269e-05	0.1305809948	-0.0350826508	-0.0116023184	0.0672710233	0.0711673794	-0.0398345334	0.0259110009	-0.0543965581	0.0872560424	-0.0521714336	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0074589693727489	-0.0047565046982214	2.262433694420225e-05	5.563622410360612e-05	-0.026920345654787	-0.022411571443925	0.0007247050101732	0.0005022785345861	0.0214421153177681	0.0051227566505645	2.624263570090282e-05	0.0004597643093004	-0.0008629290580189	-0.0005591018032936	7.446465591733861e-07	3.1259482644615545e-07	0.0001618793608717	-0.0003232284732511	2.6204927476230082e-08	1.0447664592023705e-07	-0.0008789303340074	-0.0001680044762748	7.725185320383597e-07	2.822550404836984e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.4616217709645	-1.0666319502141732	1.1377037172176905	750755.74200197	1006.8487031761736	1.349865176271578	1013744.3110875424	1.8221359941106985	828.8869212157449	-0.4821143106132695	0.232434208498108	687053.5281625165	851.5467932363323	689.0283290872387	0.88639	19.84087	0.1042687013652004	0.0718484824505548	0.0007226903	-0.0256735352	-0.0427828955	0.0593732843	-0.038313841	-0.0057619252	-0.0064983214	-0.0653898234	0.0159540648	-0.0140720973	0.0934720518	-0.0034514729	-0.0411563725	0.0039312221	-0.0297655342	0.0171567856	-0.0141962218	-0.0124380306	-0.1034868549	-0.086124763	-0.040011669	0.0526825259	0.0829537161	0.0423710164	-0.0422873265	-0.0197969987	0.0254202433	-0.0324013982	-0.0854278111	-0.1197671849	0.011434145	0.1395004829	-0.0525960439	-0.0876864865	-0.1167023142	-0.0074767625	0.0329258908	-0.0161015727	-0.0330012529	-0.0004868057	-0.0164389709	0.0333744452	0.1407730065	-0.0719461199	-0.042183505	0.0588917934	-0.0575845037	0.0526177352	0.0171726651	-0.0864086634	-0.0004141668	-0.0386811672	-0.0567560439	-0.001289996	0.0021112086	-0.0072139934	0.003254578	0.0123444226	0.0119234305	-0.0292072499	0.0077815384	-0.0476872356	0.0750949265	0.0105138064	-0.009238463	-0.0205967687	0.0615553895	0.0473752097	-0.0420557607	-0.0145034839	0.0273812203	-0.0460817079	0.0027143442	-0.0072531509	-0.0513498815	-0.0195007746	-0.0866630541	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0159156175167822	0.0084566481440333	7.151489783198185e-05	0.0002533068809405	-0.0271018489283818	-0.0001815032735947	0.0007345102153368	3.29434383256285e-08	0.0053548742858708	-0.0160872410318973	0.0002587993240183	2.867467861748031e-05	0.0004100452166472	0.0012729742746661	1.6813707969524918e-07	1.6204635039616836e-06	0.0001608848191376	-9.945417341000002e-07	2.5883925028938263e-08	9.891132608666356e-13	-0.0005620329720941	0.0003168973619133	3.1588106172092735e-07	1.0042393798760905e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.3484427011077	-0.1131790698567556	0.0128095018536403	750559.6241706345	1007.5844892476844	0.7357860715108018	1015226.5029725168	0.5413811430292987	828.8499632657617	-0.0369579499831616	0.0013658900669578	686992.2616056546	851.1991928773449	685.1303429626951	0.87178	19.513844	0.0513100564372129	0.0278686502856587	0.0017780051	-0.0285856401	-0.0139203915	0.100524392	-0.0269889191	-0.0444054333	-0.012227083	-0.0133567103	-0.0051750754	-0.0284154774	-0.0326653349	0.0625795157	0.0868170384	0.0078224856	-0.0309042207	0.0251015064	0.0360419003	-0.0426524007	-0.0423838755	-0.0286803812	-0.0413948537	0.0115371971	-0.0510627651	0.0220915037	0.1156176186	-0.0279829144	0.0386127209	-0.0219795172	0.001291641	0.0473244937	-0.0968961269	-0.052692499	0.0509604384	0.0041307949	0.1423650694	-0.0033460414	0.0010005525	-0.0120283605	-0.0569873259	-0.0070849691	-0.0438504072	0.068959014	0.0054976503	-0.066728343	-0.0101330244	-0.049818274	0.0596026486	0.065688308	-0.0026560807	0.0583480363	0.0372636405	0.0935931719	0.0079584567	-0.0059886313	0.0039998496	-0.0003442233	-0.0048151995	-0.0015232551	0.0215980038	-0.0329142674	0.0155502783	-0.0331863634	0.1028032464	-0.0430481211	-0.0287643865	0.015267456	0.0442805374	-0.0267999908	0.0206853811	-0.0198900903	-0.0284106054	-0.0046409933	0.0133104501	-0.0192614291	0.0069742575	-0.0379349177	-0.0111971984	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0064689647272047	-0.0094466527895775	8.923924892683237e-05	4.1847504641818575e-05	-0.0271307298346243	-2.888090624249967e-05	0.0007360765013593	8.341067453880564e-10	0.0232369077237137	0.0178820334378429	0.0003197671198721	0.0005399538805603	0.0001080949836726	-0.0003019502329746	1.168452549517966e-08	9.117394319341523e-08	0.0003379694192231	0.0001770846000855	1.1422332832999952e-07	3.1358955587441475e-08	-0.0005620180190832	1.495301089990842e-08	3.158642537742042e-07	2.2359253497278005e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.2612096983769	-1.0872330027308408	1.1820756022271204	748676.9610086986	1003.3552755164268	-4.229213731257573	1006721.8089066448	17.886248784657607	828.4499802751473	-0.3999829906144896	0.1599863927809108	686329.3698178919	851.122667640914	678.1698998060881	0.867267	19.412815	0.0515882314402734	0.0303201976098421	-0.0045514039	-0.0328211638	0.0741779855	-0.0742199745	0.0860524117	-0.0475414416	0.0186241829	0.0245802591	0.006593757	-0.0425740532	-0.0055289759	0.0519418372	0.0763199965	-0.0155646278	0.0088422275	0.0108571925	-0.0030282363	0.113277011	0.0466564873	0.1110444677	0.1139753132	0.0440135738	-0.1275189758	0.0212753031	0.0896440413	-0.0863606128	0.0687083824	0.1148090306	-0.0757870251	0.1088946912	-0.1730787447	-0.027242521	-0.0302972638	0.0968148943	-0.0082039906	0.0123475075	-0.0017900036	0.0074887607	0.0249211552	0.0296140823	0.1007249051	-0.0661496081	-0.0322248853	0.0790660525	0.0769214157	-0.1020216338	0.0571913575	0.0637726767	0.0443516159	0.0276838811	0.0144342855	0.0955705575	0.0164965213	-0.0003237718	-0.0059201743	-0.0294919092	0.0159873483	0.0299988241	-0.0148483784	0.0058661845	0.061069756	0.0047458763	-0.0288834514	-0.0191594074	-0.0371889092	0.0674663038	-0.0313815076	-0.1273304122	0.0833946831	-0.0216933847	0.0006025408	0.0553083193	-0.012921175	-0.0258240172	-0.0117155026	0.003193572	0.0444406469	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0001453633267374	-0.0063236014004673	3.998793467199199e-05	2.1130496760164107e-08	-0.0480272399149157	-0.0208965100802914	0.0023066157738448	0.0004366641335357	0.0232478499060135	1.0942182299800152e-05	1.1973135348205972e-10	0.0005404625252525	0.0001902089353893	8.211395171670001e-05	3.6179439101930906e-08	6.742701066532541e-09	0.0007429467075661	0.0004049772883429	5.519698102833081e-07	1.6400660407364934e-07	-0.0005620703345678	-5.23154845999841e-08	3.1592306100115866e-07	2.7369099289311733e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.3821034285289	0.1208937301520336	0.0146152939900727	748886.1849343851	1010.154570766932	6.799295250505224	1020412.2568413246	46.230415903542905	828.1957249115965	-0.2542553635507829	0.0646457898943407	685908.1587618447	851.0548384382918	679.8141759143156	0.8317799999999999	18.618494	0.029507385069701	0.0200245735300951	-0.0073007945	-0.0899073849	0.0733387019	-0.041420339	-0.0302053478	0.0097710293	0.0053751506	-0.033190622	0.083465501	-0.0099908478	0.0137030807	-0.0014705878	-0.0248296963	-0.0233253347	-0.0066719473	0.0214717172	-0.0408862494	0.1181099503	-0.1171826811	0.0344920602	-0.0031696008	0.013894343	-0.0222332704	-0.09596372	0.0121192055	-0.0218543494	-0.0447492345	-0.0124091683	0.0307704923	-0.0413198649	0.055558022	0.0121204809	0.0042304674	0.0583774149	0.0230666872	0.0146327482	0.0234592378	-0.0280842174	0.0252704286	-0.0409495345	0.0599212446	-0.0840467434	0.0780538063	-0.0340291869	0.0342193697	0.0520612502	0.0470271412	0.0137945048	0.0181120123	-0.0386918282	-0.0258760112	-0.0265332011	0.0773384879	0.0024503575	-0.0071248555	-0.0191793214	-0.0017160602	0.0310251271	-0.0062015275	0.0123078722	0.0601351842	-0.048368941	-0.051935736	0.0639916709	-0.034791656	-0.0311993488	0.0125157362	0.0218686203	-0.0467719701	0.0159327786	0.0333872794	0.0829062538	-0.040828656	0.1032393592	-0.0753146411	-0.0354332357	-0.0030846747	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.000175306188126	2.994286138860002e-05	8.96574948136914e-10	3.073225959526851e-08	-0.0284682888290177	0.019558951085898	0.0008104434688523	0.0003825525675805	0.0232268450062491	-2.1004899764399957e-05	4.4120581411248917e-10	0.0005394863289443	0.0001082499363682	-8.195899902110001e-05	1.1718048723719351e-08	6.717277520540672e-09	0.0007819654976701	3.901879010400006e-05	6.114700395464473e-07	1.522465981180013e-09	-0.0006390422698957	-7.697193532789999e-05	4.083750227134487e-07	5.924678828122418e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
